Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
29,Male,"10,000–20,000",Working Professional,Downtown,Weekly,70,"Anti-aging Products, Face Masks","Packaging, Brand","Dark Spots, Uneven Tone, Dryness, Oily Skin",Often,Macro,Snapchat,Full-Length Video,Evening,Yes,161,Neutral,"Price Too High, Too Many Promotions",11–20,Yes,Yes,Instagram,3,William Beauty
35,Non-binary,"10,000–20,000",Working Professional,Other,Rarely,116,"Sunscreens, Serums, Face Masks","Price, Social Media Influencers",Dryness,Sometimes,Macro,Instagram,Static Image Post,Morning,No,319,Very Likely,"Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,Depends on brand & value,Instagram,4,Jacob Beauty
30,Female,"5,000–10,000",Unemployed,Bur Dubai,Rarely,80,"Face Masks, Serums, Moisturizers, Cleansers","Friends & Family, Dermatologist Recommendations, Price","Dryness, Acne, Oily Skin, Wrinkles",Always,Macro,YouTube,Short Reels,Evening,Yes,125,Neutral,"Lack of Trust, Price Too High",1–5,No,No,YouTube,4,Janet Beauty
30,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,191,"Cleansers, Anti-aging Products","Packaging, Brand, Friends & Family","Acne, Wrinkles",Sometimes,None,YouTube,Short Reels,Evening,Yes,233,Neutral,"No Visible Results, Too Many Promotions",1–5,Yes,No,YouTube,2,Zachary Beauty
37,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,127,"Sunscreens, Face Masks","Brand, Packaging",Acne,Sometimes,Macro,YouTube,Full-Length Video,Evening,No,552,Neutral,"Price Too High, Not Suitable for My Skin",11–20,Yes,No,TikTok,4,Jennifer Beauty
25,Male,"10,000–20,000",Working Professional,Dubai Marina,Rarely,140,"Face Masks, Sunscreens, Anti-aging Products","Social Media Influencers, Brand, Friends & Family","Uneven Tone, Acne",Sometimes,Macro,Instagram,Short Reels,Evening,Yes,112,Likely,Lack of Trust,11–20,No,No,TikTok,4,Kaitlin Beauty
30,Female,"Below 5,000",Student,Bur Dubai,Weekly,193,"Face Masks, Moisturizers, Anti-aging Products, Serums","Product Reviews, Packaging",Dryness,Often,Micro,TikTok,Full-Length Video,Evening,No,101,Likely,"No Visible Results, Not Suitable for My Skin, Lack of Trust",More than 20,Maybe,Yes,TikTok,3,Bill Beauty
26,Prefer not to say,"10,000–20,000",Student,Deira,Monthly,95,"Face Masks, Sunscreens, Anti-aging Products","Social Media Influencers, Brand, Price","Dryness, Dark Spots",Sometimes,Macro,Instagram,Story,Evening,No,168,Very Likely,"Too Many Promotions, No Visible Results",1–5,No,No,YouTube,2,Stephen Beauty
26,Female,"20,000–35,000",Working Professional,Other,Quarterly,271,"Cleansers, Face Masks, Moisturizers","Product Reviews, Dermatologist Recommendations, Social Media Influencers","Oily Skin, Uneven Tone, Wrinkles",Sometimes,Celebrity,YouTube,Story,Evening,No,111,Neutral,"Price Too High, Not Suitable for My Skin, Too Many Promotions",11–20,No,Depends on brand & value,YouTube,5,Diana Beauty
27,Male,"5,000–10,000",Homemaker,Downtown,Quarterly,118,"Moisturizers, Face Masks","Packaging, Social Media Influencers",Wrinkles,Sometimes,Macro,Instagram,Short Reels,Evening,No,265,Likely,"No Visible Results, Not Suitable for My Skin, Lack of Trust",11–20,Maybe,No,Instagram,4,Lisa Beauty
31,Female,"20,000–35,000",Working Professional,Jumeirah,Quarterly,65,"Cleansers, Serums, Sunscreens, Anti-aging Products","Product Reviews, Packaging","Uneven Tone, Acne, Dark Spots",Often,Mega,Instagram,Static Image Post,Morning,No,395,Likely,"Too Many Promotions, Price Too High, No Visible Results",1–5,Yes,No,YouTube,1,Jessica Beauty
26,Male,"Below 5,000",Student,Other,Quarterly,157,"Anti-aging Products, Moisturizers","Product Reviews, Dermatologist Recommendations",Acne,Sometimes,Mega,YouTube,Story,Evening,Yes,168,Neutral,"Lack of Trust, Not Suitable for My Skin",None,Maybe,No,TikTok,5,Susan Beauty
40,Female,"10,000–20,000",Homemaker,Downtown,Monthly,191,"Sunscreens, Moisturizers","Social Media Influencers, Price, Product Reviews","Wrinkles, Acne",Often,Micro,TikTok,Story,Morning,Yes,135,Neutral,"Price Too High, Too Many Promotions, No Visible Results",More than 20,Maybe,No,YouTube,5,Kayla Beauty
22,Female,"35,000 and above",Working Professional,Deira,Monthly,84,"Serums, Anti-aging Products, Sunscreens, Face Masks","Price, Product Reviews","Dryness, Wrinkles",Often,Macro,Instagram,Short Reels,Afternoon,Yes,168,Likely,"Not Suitable for My Skin, Lack of Trust",None,Maybe,Yes,TikTok,4,Mary Beauty
28,Female,"10,000–20,000",Student,Bur Dubai,Monthly,225,"Sunscreens, Face Masks, Anti-aging Products, Moisturizers","Packaging, Brand, Price","Acne, Oily Skin, Dark Spots, Wrinkles",Often,Macro,Instagram,Static Image Post,Afternoon,Yes,254,Very Unlikely,"Too Many Promotions, No Visible Results",None,Yes,Depends on brand & value,YouTube,4,Rachel Beauty
26,Male,"35,000 and above",Working Professional,Deira,Rarely,262,"Moisturizers, Cleansers, Serums","Friends & Family, Product Reviews, Social Media Influencers","Wrinkles, Dryness, Uneven Tone",Rarely,Macro,Instagram,Short Reels,Afternoon,No,101,Unlikely,Not Suitable for My Skin,None,Maybe,Depends on brand & value,YouTube,5,Andrew Beauty
41,Male,"20,000–35,000",Working Professional,Dubai Marina,Quarterly,79,"Serums, Moisturizers","Friends & Family, Brand, Price","Dryness, Wrinkles",Always,Macro,YouTube,Full-Length Video,Evening,No,206,Neutral,No Visible Results,11–20,Maybe,Depends on brand & value,Instagram,5,Lindsey Beauty
31,Female,"10,000–20,000",Working Professional,Downtown,Rarely,419,"Anti-aging Products, Moisturizers","Product Reviews, Price, Social Media Influencers",Dark Spots,Often,Celebrity,YouTube,Story,Evening,No,214,Likely,No Visible Results,6–10,Maybe,No,TikTok,5,Christopher Beauty
38,Female,"5,000–10,000",Working Professional,Jumeirah,Monthly,63,"Moisturizers, Serums, Anti-aging Products, Cleansers","Product Reviews, Dermatologist Recommendations, Social Media Influencers","Oily Skin, Wrinkles, Dark Spots",Sometimes,Celebrity,Instagram,Short Reels,Evening,No,221,Likely,"Too Many Promotions, Not Suitable for My Skin",None,Maybe,Depends on brand & value,TikTok,4,Benjamin Beauty
18,Male,"35,000 and above",Working Professional,Dubai Marina,Quarterly,70,"Anti-aging Products, Sunscreens, Serums","Dermatologist Recommendations, Social Media Influencers, Price","Dryness, Dark Spots, Oily Skin, Wrinkles",Often,Micro,Facebook,Static Image Post,Morning,Yes,133,Neutral,Not Suitable for My Skin,6–10,No,No,YouTube,4,Linda Beauty
32,Female,"5,000–10,000",Unemployed,Dubai Marina,Weekly,68,"Serums, Moisturizers","Social Media Influencers, Packaging","Oily Skin, Dark Spots",Rarely,None,Instagram,Short Reels,Afternoon,Yes,250,Likely,"Not Suitable for My Skin, Price Too High",1–5,No,Depends on brand & value,Instagram,4,Deborah Beauty
37,Male,"10,000–20,000",Student,Jumeirah,Weekly,251,"Sunscreens, Cleansers","Brand, Packaging","Acne, Oily Skin, Uneven Tone, Dark Spots",Sometimes,None,Facebook,Story,Morning,Yes,111,Neutral,Too Many Promotions,None,Maybe,Yes,Instagram,3,Jonathan Beauty
30,Female,"35,000 and above",Working Professional,Other,Quarterly,145,"Sunscreens, Cleansers","Brand, Packaging","Wrinkles, Dark Spots, Uneven Tone, Acne",Rarely,None,YouTube,Short Reels,Morning,Yes,126,Very Likely,"Not Suitable for My Skin, Price Too High, Too Many Promotions",More than 20,No,No,Instagram,4,Mark Beauty
38,Female,"Below 5,000",Working Professional,Other,Monthly,64,"Cleansers, Moisturizers, Sunscreens, Face Masks","Friends & Family, Brand, Dermatologist Recommendations","Acne, Dark Spots",Often,Macro,Facebook,Short Reels,Afternoon,Yes,351,Unlikely,"Not Suitable for My Skin, Too Many Promotions",11–20,No,Depends on brand & value,TikTok,5,Theodore Beauty
25,Female,"10,000–20,000",Business Owner,Other,Monthly,102,"Anti-aging Products, Face Masks","Packaging, Social Media Influencers","Acne, Dryness, Wrinkles, Oily Skin",Sometimes,Micro,Instagram,Full-Length Video,Evening,Yes,261,Very Likely,"Not Suitable for My Skin, Price Too High",6–10,Maybe,No,YouTube,4,Dean Beauty
41,Male,"10,000–20,000",Working Professional,Other,Monthly,135,"Cleansers, Anti-aging Products, Moisturizers","Friends & Family, Price, Product Reviews","Dark Spots, Dryness, Oily Skin",Sometimes,Micro,Instagram,Short Reels,Morning,Yes,101,Very Likely,"Price Too High, Too Many Promotions",None,Yes,Depends on brand & value,YouTube,4,Barbara Beauty
48,Female,"20,000–35,000",Working Professional,Deira,Monthly,57,"Sunscreens, Moisturizers","Brand, Price","Uneven Tone, Acne, Dryness",Sometimes,Mega,Instagram,Short Reels,Morning,No,134,Very Likely,No Visible Results,6–10,Yes,Depends on brand & value,YouTube,4,Shawn Beauty
27,Female,"35,000 and above",Homemaker,Deira,Monthly,242,"Sunscreens, Moisturizers","Friends & Family, Brand, Price","Dryness, Wrinkles, Acne",Often,Macro,TikTok,Story,Afternoon,Yes,128,Neutral,"Not Suitable for My Skin, Price Too High, Lack of Trust",More than 20,Maybe,No,TikTok,2,Ryan Beauty
26,Prefer not to say,"35,000 and above",Student,Downtown,Monthly,196,"Face Masks, Moisturizers, Anti-aging Products","Brand, Social Media Influencers, Friends & Family","Acne, Dryness, Wrinkles",Sometimes,Macro,YouTube,Story,Morning,Yes,137,Neutral,"Price Too High, Too Many Promotions",1–5,No,No,Instagram,4,Mark Beauty
41,Female,"5,000–10,000",Student,Dubai Marina,Monthly,113,"Cleansers, Moisturizers","Dermatologist Recommendations, Price, Social Media Influencers","Dryness, Uneven Tone, Wrinkles",Sometimes,Macro,Snapchat,Static Image Post,Late Night,No,402,Neutral,"No Visible Results, Price Too High",6–10,No,Depends on brand & value,TikTok,5,Richard Beauty
42,Male,"20,000–35,000",Homemaker,Dubai Marina,Monthly,357,"Cleansers, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Product Reviews","Uneven Tone, Dark Spots, Dryness",Sometimes,None,YouTube,Story,Afternoon,No,107,Very Likely,"Lack of Trust, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,TikTok,3,Lauren Beauty
25,Female,"5,000–10,000",Unemployed,Jumeirah,Monthly,98,"Anti-aging Products, Cleansers, Sunscreens","Friends & Family, Social Media Influencers, Packaging","Uneven Tone, Wrinkles, Oily Skin, Dark Spots",Always,Macro,TikTok,Short Reels,Late Night,Yes,173,Unlikely,"Lack of Trust, Price Too High",1–5,Yes,No,TikTok,3,Matthew Beauty
26,Female,"35,000 and above",Student,Deira,Monthly,422,"Sunscreens, Serums","Dermatologist Recommendations, Brand","Acne, Wrinkles",Sometimes,None,Instagram,Short Reels,Late Night,Yes,258,Likely,"Too Many Promotions, No Visible Results, Lack of Trust",11–20,Yes,Depends on brand & value,YouTube,5,Ashley Beauty
27,Female,"35,000 and above",Homemaker,Downtown,Monthly,149,"Sunscreens, Anti-aging Products","Packaging, Brand, Price",Acne,Rarely,Macro,Instagram,Short Reels,Evening,Yes,211,Very Likely,"No Visible Results, Price Too High, Too Many Promotions",6–10,Maybe,Yes,YouTube,3,Vanessa Beauty
19,Female,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,140,"Moisturizers, Face Masks, Serums, Sunscreens","Brand, Packaging",Wrinkles,Often,Micro,Instagram,Full-Length Video,Morning,Yes,234,Likely,"Price Too High, Not Suitable for My Skin",1–5,No,Depends on brand & value,TikTok,3,Melissa Beauty
22,Male,"10,000–20,000",Working Professional,Bur Dubai,Monthly,66,"Cleansers, Moisturizers","Packaging, Social Media Influencers, Friends & Family",Acne,Often,Macro,Instagram,Static Image Post,Afternoon,Yes,110,Neutral,"No Visible Results, Not Suitable for My Skin",6–10,Yes,Depends on brand & value,TikTok,5,Elizabeth Beauty
21,Female,"35,000 and above",Working Professional,Dubai Marina,Quarterly,242,"Moisturizers, Anti-aging Products","Product Reviews, Packaging","Acne, Oily Skin, Uneven Tone",Rarely,Macro,Instagram,Story,Evening,Yes,463,Likely,"Too Many Promotions, Price Too High, Not Suitable for My Skin",6–10,Maybe,Yes,YouTube,4,Daniel Beauty
23,Female,"35,000 and above",Working Professional,Bur Dubai,Monthly,100,"Serums, Sunscreens, Face Masks, Anti-aging Products","Friends & Family, Packaging, Dermatologist Recommendations","Dark Spots, Wrinkles, Dryness, Acne",Sometimes,Macro,Instagram,Full-Length Video,Late Night,Yes,318,Very Likely,"Lack of Trust, Too Many Promotions, No Visible Results",1–5,No,Depends on brand & value,YouTube,4,Deborah Beauty
29,Female,"35,000 and above",Working Professional,Other,Weekly,65,"Anti-aging Products, Moisturizers, Cleansers","Price, Product Reviews, Friends & Family",Oily Skin,Sometimes,Celebrity,Instagram,Short Reels,Late Night,No,296,Very Likely,"No Visible Results, Price Too High",More than 20,No,No,YouTube,5,John Beauty
31,Male,"20,000–35,000",Homemaker,Downtown,Weekly,51,"Face Masks, Moisturizers, Sunscreens, Cleansers","Price, Product Reviews","Dark Spots, Dryness",Sometimes,Micro,Snapchat,Short Reels,Evening,Yes,307,Unlikely,"No Visible Results, Too Many Promotions",11–20,No,Depends on brand & value,TikTok,2,Justin Beauty
42,Female,"Below 5,000",Student,Deira,Weekly,123,"Moisturizers, Cleansers, Sunscreens","Price, Social Media Influencers, Brand","Dark Spots, Oily Skin, Acne, Dryness",Sometimes,Macro,Instagram,Story,Evening,No,423,Very Likely,"Price Too High, Lack of Trust, No Visible Results",6–10,Yes,Yes,Instagram,4,Andrew Beauty
22,Male,"10,000–20,000",Student,Bur Dubai,Quarterly,117,"Face Masks, Anti-aging Products","Price, Product Reviews","Dark Spots, Acne, Oily Skin, Wrinkles",Sometimes,Mega,Facebook,Static Image Post,Evening,No,194,Very Likely,Not Suitable for My Skin,6–10,Maybe,No,TikTok,4,Adam Beauty
37,Female,"5,000–10,000",Unemployed,Downtown,Weekly,164,"Moisturizers, Cleansers, Serums","Packaging, Brand",Oily Skin,Sometimes,Macro,Facebook,Static Image Post,Evening,No,126,Very Unlikely,No Visible Results,None,No,No,YouTube,5,David Beauty
28,Prefer not to say,"35,000 and above",Working Professional,Bur Dubai,Monthly,248,"Face Masks, Cleansers, Moisturizers, Sunscreens","Product Reviews, Price, Dermatologist Recommendations","Oily Skin, Uneven Tone",Often,Micro,TikTok,Full-Length Video,Morning,Yes,215,Very Likely,Lack of Trust,11–20,Yes,No,YouTube,4,Stephen Beauty
29,Male,"5,000–10,000",Student,Bur Dubai,Monthly,57,"Anti-aging Products, Face Masks, Sunscreens","Friends & Family, Packaging, Social Media Influencers","Acne, Dark Spots",Sometimes,None,Instagram,Full-Length Video,Afternoon,Yes,262,Neutral,"No Visible Results, Price Too High",1–5,No,Depends on brand & value,Instagram,4,Christine Beauty
35,Female,"35,000 and above",Unemployed,Downtown,Quarterly,168,"Face Masks, Serums, Moisturizers","Dermatologist Recommendations, Friends & Family, Social Media Influencers","Dryness, Acne, Wrinkles, Uneven Tone",Sometimes,Macro,TikTok,Static Image Post,Evening,Yes,260,Very Likely,"Too Many Promotions, Lack of Trust, No Visible Results",6–10,Yes,Depends on brand & value,Instagram,4,Mary Beauty
21,Female,"10,000–20,000",Homemaker,Downtown,Rarely,68,"Anti-aging Products, Sunscreens, Serums","Friends & Family, Brand","Uneven Tone, Wrinkles",Often,Macro,YouTube,Short Reels,Morning,Yes,188,Very Likely,Lack of Trust,6–10,Maybe,No,TikTok,4,Dillon Beauty
33,Female,"10,000–20,000",Working Professional,Deira,Quarterly,225,"Serums, Anti-aging Products, Sunscreens, Face Masks","Dermatologist Recommendations, Product Reviews","Oily Skin, Acne, Uneven Tone",Always,Macro,Snapchat,Static Image Post,Afternoon,Yes,108,Very Likely,"Price Too High, Too Many Promotions",6–10,No,Yes,YouTube,5,Nathan Beauty
31,Female,"35,000 and above",Student,Dubai Marina,Weekly,203,"Anti-aging Products, Face Masks, Cleansers","Dermatologist Recommendations, Social Media Influencers",Dark Spots,Sometimes,Macro,Instagram,Short Reels,Afternoon,Yes,155,Neutral,Too Many Promotions,11–20,Yes,Depends on brand & value,TikTok,4,Isabel Beauty
33,Female,"20,000–35,000",Working Professional,Downtown,Rarely,120,"Moisturizers, Anti-aging Products","Brand, Packaging, Product Reviews","Dryness, Acne",Sometimes,None,Facebook,Story,Afternoon,No,404,Likely,Too Many Promotions,1–5,No,Depends on brand & value,TikTok,4,Eric Beauty
32,Male,"10,000–20,000",Student,Downtown,Rarely,161,"Moisturizers, Serums, Anti-aging Products","Product Reviews, Social Media Influencers","Dark Spots, Uneven Tone, Acne, Wrinkles",Sometimes,Macro,YouTube,Short Reels,Afternoon,Yes,205,Very Likely,"Price Too High, Lack of Trust, Too Many Promotions",1–5,Yes,Depends on brand & value,Instagram,4,Kelli Beauty
49,Male,"5,000–10,000",Working Professional,Jumeirah,Quarterly,83,"Serums, Anti-aging Products, Moisturizers","Packaging, Product Reviews, Friends & Family","Uneven Tone, Dark Spots, Wrinkles, Acne",Often,Macro,Instagram,Story,Late Night,No,192,Neutral,"No Visible Results, Too Many Promotions",6–10,No,Yes,Instagram,4,Ryan Beauty
24,Female,"5,000–10,000",Homemaker,Deira,Monthly,107,"Sunscreens, Face Masks, Cleansers","Brand, Dermatologist Recommendations",Wrinkles,Sometimes,Macro,YouTube,Static Image Post,Late Night,Yes,137,Very Likely,"No Visible Results, Lack of Trust",6–10,No,No,YouTube,4,Brian Beauty
25,Female,"5,000–10,000",Working Professional,Jumeirah,Monthly,205,"Cleansers, Sunscreens","Product Reviews, Friends & Family, Brand",Dark Spots,Often,Celebrity,Snapchat,Full-Length Video,Afternoon,Yes,155,Likely,"Price Too High, Too Many Promotions, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,Instagram,5,Derek Beauty
25,Female,"10,000–20,000",Student,Dubai Marina,Monthly,105,"Face Masks, Sunscreens, Moisturizers","Product Reviews, Brand, Friends & Family",Oily Skin,Sometimes,Macro,YouTube,Static Image Post,Late Night,Yes,370,Very Likely,"No Visible Results, Price Too High",More than 20,No,Yes,Instagram,4,Jessica Beauty
25,Male,"5,000–10,000",Working Professional,Jumeirah,Monthly,89,"Cleansers, Serums, Sunscreens, Moisturizers","Dermatologist Recommendations, Packaging","Dark Spots, Uneven Tone, Dryness",Sometimes,Mega,YouTube,Short Reels,Evening,No,231,Very Unlikely,Price Too High,11–20,No,Depends on brand & value,Instagram,5,Marcus Beauty
24,Male,"5,000–10,000",Student,Other,Monthly,111,"Serums, Anti-aging Products, Face Masks","Friends & Family, Social Media Influencers, Price","Acne, Oily Skin, Dryness",Sometimes,Mega,YouTube,Short Reels,Afternoon,Yes,285,Unlikely,Not Suitable for My Skin,1–5,Yes,Yes,TikTok,5,Brandon Beauty
39,Female,"20,000–35,000",Working Professional,Deira,Weekly,208,"Serums, Sunscreens, Face Masks","Social Media Influencers, Price","Dark Spots, Uneven Tone",Sometimes,Mega,Instagram,Story,Evening,Yes,172,Unlikely,"Price Too High, Not Suitable for My Skin",6–10,Maybe,Depends on brand & value,TikTok,4,William Beauty
41,Non-binary,"20,000–35,000",Student,Downtown,Quarterly,86,"Cleansers, Moisturizers, Serums","Dermatologist Recommendations, Product Reviews, Packaging",Dark Spots,Often,Macro,Instagram,Short Reels,Late Night,Yes,219,Very Likely,"Too Many Promotions, Price Too High",6–10,Yes,Yes,TikTok,4,Carlos Beauty
25,Prefer not to say,"10,000–20,000",Working Professional,Downtown,Monthly,67,"Sunscreens, Cleansers","Packaging, Price, Friends & Family",Wrinkles,Often,Macro,YouTube,Short Reels,Afternoon,No,134,Neutral,"Not Suitable for My Skin, Price Too High",1–5,Maybe,Yes,TikTok,5,James Beauty
23,Female,"20,000–35,000",Homemaker,Bur Dubai,Monthly,162,"Cleansers, Sunscreens, Anti-aging Products","Packaging, Brand, Product Reviews","Wrinkles, Uneven Tone, Dryness, Oily Skin",Sometimes,Micro,Facebook,Story,Afternoon,Yes,246,Likely,"No Visible Results, Price Too High, Too Many Promotions",6–10,Maybe,Depends on brand & value,YouTube,4,Rebecca Beauty
33,Male,"5,000–10,000",Student,Dubai Marina,Monthly,207,"Moisturizers, Cleansers, Face Masks","Packaging, Product Reviews",Oily Skin,Rarely,Macro,Instagram,Short Reels,Late Night,No,166,Very Likely,"Not Suitable for My Skin, No Visible Results, Price Too High",None,No,Yes,YouTube,5,Andrea Beauty
25,Male,"20,000–35,000",Working Professional,Bur Dubai,Quarterly,59,"Sunscreens, Cleansers","Dermatologist Recommendations, Brand, Product Reviews","Acne, Wrinkles, Oily Skin",Sometimes,Mega,Facebook,Story,Morning,No,170,Likely,Price Too High,1–5,Yes,Depends on brand & value,Instagram,4,Jacqueline Beauty
35,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,74,"Moisturizers, Sunscreens, Anti-aging Products, Face Masks","Brand, Dermatologist Recommendations","Uneven Tone, Wrinkles, Dryness, Dark Spots",Sometimes,Celebrity,Facebook,Short Reels,Afternoon,Yes,225,Likely,"Lack of Trust, Too Many Promotions, No Visible Results",11–20,Maybe,Depends on brand & value,YouTube,4,Kent Beauty
31,Female,"20,000–35,000",Working Professional,Other,Monthly,63,"Sunscreens, Anti-aging Products, Face Masks","Brand, Social Media Influencers, Friends & Family","Dark Spots, Wrinkles, Dryness",Always,Celebrity,Facebook,Short Reels,Morning,No,430,Very Likely,"No Visible Results, Not Suitable for My Skin, Lack of Trust",None,Yes,Yes,Instagram,3,Ryan Beauty
18,Male,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,88,"Anti-aging Products, Face Masks","Dermatologist Recommendations, Price, Brand","Dark Spots, Oily Skin, Uneven Tone",Sometimes,Celebrity,Instagram,Full-Length Video,Evening,Yes,107,Neutral,Too Many Promotions,11–20,Yes,No,YouTube,4,Stephen Beauty
42,Female,"Below 5,000",Working Professional,Deira,Quarterly,103,"Anti-aging Products, Face Masks","Social Media Influencers, Friends & Family","Wrinkles, Uneven Tone",Often,Micro,Instagram,Short Reels,Evening,No,308,Neutral,"Not Suitable for My Skin, Lack of Trust, No Visible Results",More than 20,Maybe,No,Instagram,5,Samantha Beauty
44,Non-binary,"10,000–20,000",Student,Downtown,Monthly,174,"Cleansers, Sunscreens, Face Masks","Price, Social Media Influencers","Uneven Tone, Oily Skin, Wrinkles",Often,Celebrity,TikTok,Full-Length Video,Late Night,No,141,Very Likely,Price Too High,None,Yes,No,YouTube,4,Maria Beauty
25,Male,"5,000–10,000",Working Professional,Other,Monthly,144,"Serums, Anti-aging Products, Cleansers","Product Reviews, Dermatologist Recommendations","Dark Spots, Uneven Tone",Always,None,TikTok,Full-Length Video,Late Night,Yes,170,Neutral,"Too Many Promotions, No Visible Results, Not Suitable for My Skin",1–5,Maybe,Yes,YouTube,4,Sandra Beauty
26,Female,"5,000–10,000",Student,Dubai Marina,Quarterly,137,"Anti-aging Products, Face Masks, Moisturizers","Brand, Social Media Influencers, Product Reviews","Oily Skin, Uneven Tone, Acne, Dark Spots",Often,Macro,Facebook,Story,Afternoon,No,102,Neutral,"No Visible Results, Too Many Promotions",6–10,No,No,TikTok,5,Alicia Beauty
32,Male,"5,000–10,000",Student,Dubai Marina,Weekly,89,"Moisturizers, Anti-aging Products, Face Masks","Brand, Price","Dryness, Oily Skin, Wrinkles",Sometimes,Micro,YouTube,Static Image Post,Afternoon,No,142,Very Likely,No Visible Results,1–5,No,No,YouTube,4,Alyssa Beauty
32,Male,"5,000–10,000",Homemaker,Dubai Marina,Rarely,215,"Moisturizers, Face Masks, Serums","Packaging, Friends & Family, Dermatologist Recommendations","Uneven Tone, Wrinkles, Dryness, Acne",Often,Micro,YouTube,Full-Length Video,Morning,No,183,Neutral,"Too Many Promotions, Lack of Trust",11–20,Yes,No,TikTok,4,Vanessa Beauty
35,Male,"5,000–10,000",Working Professional,Deira,Monthly,107,"Serums, Sunscreens, Cleansers, Moisturizers","Dermatologist Recommendations, Packaging, Friends & Family","Wrinkles, Dryness, Oily Skin",Often,Celebrity,Instagram,Story,Afternoon,No,106,Likely,"No Visible Results, Price Too High",1–5,No,Depends on brand & value,TikTok,5,Sean Beauty
46,Female,"5,000–10,000",Working Professional,Dubai Marina,Monthly,398,"Serums, Anti-aging Products","Dermatologist Recommendations, Price, Packaging","Wrinkles, Dryness",Often,Macro,Instagram,Story,Afternoon,Yes,181,Very Likely,Not Suitable for My Skin,11–20,Yes,Yes,Instagram,4,Justin Beauty
28,Female,"20,000–35,000",Homemaker,Bur Dubai,Quarterly,140,"Serums, Anti-aging Products","Social Media Influencers, Dermatologist Recommendations","Dark Spots, Uneven Tone",Never,Micro,Instagram,Full-Length Video,Evening,Yes,414,Very Likely,No Visible Results,6–10,Yes,Depends on brand & value,YouTube,3,Arthur Beauty
23,Female,"35,000 and above",Business Owner,Deira,Monthly,62,"Cleansers, Sunscreens, Moisturizers, Face Masks","Social Media Influencers, Price, Packaging",Uneven Tone,Always,Mega,Instagram,Static Image Post,Morning,Yes,113,Unlikely,Lack of Trust,More than 20,No,Depends on brand & value,TikTok,4,Mark Beauty
18,Male,"5,000–10,000",Unemployed,Bur Dubai,Monthly,151,"Sunscreens, Cleansers","Packaging, Brand",Wrinkles,Always,Micro,Instagram,Story,Morning,Yes,273,Very Likely,Too Many Promotions,6–10,Maybe,No,YouTube,4,Justin Beauty
24,Male,"20,000–35,000",Business Owner,Other,Monthly,85,"Anti-aging Products, Sunscreens, Face Masks","Packaging, Social Media Influencers",Wrinkles,Sometimes,Macro,TikTok,Short Reels,Morning,No,163,Very Unlikely,Price Too High,6–10,Yes,Yes,TikTok,3,Jeremiah Beauty
29,Female,"Below 5,000",Working Professional,Bur Dubai,Weekly,154,"Serums, Anti-aging Products","Brand, Dermatologist Recommendations, Price",Wrinkles,Often,Macro,Facebook,Short Reels,Evening,Yes,227,Very Likely,"No Visible Results, Lack of Trust",1–5,Yes,Yes,TikTok,4,Jennifer Beauty
44,Female,"10,000–20,000",Working Professional,Deira,Monthly,56,"Serums, Face Masks, Sunscreens, Moisturizers","Dermatologist Recommendations, Brand, Friends & Family",Oily Skin,Sometimes,Micro,Instagram,Story,Morning,Yes,136,Unlikely,Too Many Promotions,1–5,No,Yes,YouTube,4,Robert Beauty
25,Male,"10,000–20,000",Working Professional,Other,Monthly,67,"Cleansers, Face Masks, Anti-aging Products, Serums","Friends & Family, Price","Dark Spots, Dryness",Always,Macro,YouTube,Short Reels,Late Night,No,120,Neutral,"Price Too High, Not Suitable for My Skin, Too Many Promotions",6–10,Yes,No,TikTok,3,Elizabeth Beauty
31,Non-binary,"Below 5,000",Unemployed,Deira,Monthly,224,"Sunscreens, Face Masks","Brand, Packaging","Uneven Tone, Acne, Oily Skin",Sometimes,Micro,TikTok,Story,Evening,Yes,120,Likely,"Lack of Trust, No Visible Results, Too Many Promotions",More than 20,Maybe,Yes,TikTok,4,Laurie Beauty
29,Male,"5,000–10,000",Working Professional,Jumeirah,Quarterly,73,"Face Masks, Anti-aging Products, Serums, Moisturizers","Packaging, Friends & Family, Product Reviews","Wrinkles, Uneven Tone, Dark Spots",Sometimes,Celebrity,TikTok,Full-Length Video,Morning,Yes,108,Very Likely,Price Too High,11–20,Maybe,No,Instagram,2,Curtis Beauty
